,release_date,movie,production_budget,Domestic_Gross_($),Worldwide_Gross_($),distributor,mpaa_rating,genre,year
669,1995-05-26,Casper,55000000.0,100328194.0,282300000.0,Universal,PG,Comedy,1995
670,2010-04-09,Date Night,55000000.0,98711404.0,152269033.0,20th Century Fox,PG-13,Comedy,2010
671,1995-05-12,Crimson Tide,55000000.0,91387195.0,159387195.0,Walt Disney,R,Action,1995
672,1994-12-09,Disclosure,55000000.0,83015089.0,212200000.0,Warner Bros.,R,Drama,1994
673,1998-04-10,City of Angels,55000000.0,78750909.0,198750909.0,Warner Bros.,PG-13,Drama,1998
674,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,Weinstein Co.,PG,Adventure,2015
675,2006-04-28,R.V.,55000000.0,71724497.0,87473024.0,Sony Pictures,PG,Adventure,2006
676,1994-10-28,Stargate,55000000.0,71565669.0,196565669.0,MGM,PG-13,Action,1994
677,2003-10-10,Kill Bill: Volume 1,55000000.0,70098138.0,176469428.0,Miramax,R,Action,2003
678,2011-06-17,Mr. Poppers's Penguins,55000000.0,68224452.0,189624452.0,20th Century Fox,PG,Adventure,2011
679,1999-08-13,Bowfinger,55000000.0,66458769.0,98699769.0,Universal,PG-13,Comedy,1999
680,2004-04-16,Kill Bill: Volume 2,55000000.0,66207920.0,153535982.0,Miramax,R,Action,2004
681,1989-12-22,Tango & Cash,55000000.0,63408614.0,63408614.0,Warner Bros.,R,Action,1989
682,1992-07-31,Death Becomes Her,55000000.0,58422650.0,149022650.0,Universal,PG-13,Comedy,1992
683,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,Relativity,PG,Adventure,2013
684,1992-05-22,Alien 3,55000000.0,54927174.0,158500000.0,20th Century Fox,R,Action,1992
685,2008-04-18,The Forbidden Kingdom,55000000.0,52075270.0,129075270.0,Lionsgate,PG-13,Action,2008
686,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,Walt Disney,PG,Adventure,2014
687,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548564.0,Focus Features,PG,Adventure,2016
688,1998-09-25,Ronin,55000000.0,41610884.0,70692101.0,MGM,R,Action,1998
689,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,Sony Pictures,PG-13,Drama,2010
690,1996-10-11,The Ghost and the Darkness,55000000.0,38564422.0,38564422.0,Paramount Pictures,R,Action,1996
691,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,20th Century Fox,R,Comedy,2012
692,1999-06-04,Instinct,55000000.0,34105207.0,34105207.0,Walt Disney,R,Drama,1999
693,2003-12-12,Stuck On You,55000000.0,33832741.0,63537164.0,20th Century Fox,PG-13,Comedy,2003
694,2008-02-29,Semi-Pro,55000000.0,33479698.0,43980363.0,New Line,R,Comedy,2008
695,2015-10-16,Crimson Peak,55000000.0,31090320.0,75466595.0,Universal,R,Horror,2015
696,2012-04-27,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,Sony Pictures,PG,Adventure,2012
697,2005-12-02,Aeon Flux,55000000.0,25857987.0,53913573.0,Paramount Pictures,PG-13,Action,2005
698,2007-10-12,Elizabeth: The Golden Age,55000000.0,16285240.0,74870866.0,Universal,PG-13,Drama,2007
699,2009-06-12,Imagine That,55000000.0,16222392.0,16222392.0,Paramount Pictures,PG,Adventure,2009
700,2003-02-21,Gods and Generals,55000000.0,12882934.0,12923936.0,Warner Bros.,PG-13,Drama,2003
701,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,Warner Bros.,R,Action,2013
702,2006-09-22,All the King's Men,55000000.0,7221458.0,9521458.0,Sony Pictures,PG-13,Drama,2006
703,2004-07-30,Thunderbirds,55000000.0,6768055.0,28231444.0,Universal,PG,Adventure,2004
704,2004-11-26,Un long dimanche de fiançailles,55000000.0,6167817.0,69759296.0,Warner Bros.,R,Drama,2004
705,2007-05-04,Lucky You,55000000.0,5755286.0,6521829.0,Warner Bros.,PG-13,Drama,2007
706,1998-07-22,Lolita,55000000.0,1147784.0,1147784.0,MGM,R,Drama,1998
707,1981-06-19,Superman II,54000000.0,108185706.0,108185706.0,Warner Bros.,PG,Adventure,1981
708,2002-03-22,Blade 2,54000000.0,81676888.0,154338601.0,New Line,R,Action,2002
709,2006-07-14,"You, Me and Dupree",54000000.0,75802010.0,130402010.0,Universal,PG-13,Comedy,2006
710,2008-12-19,Seven Pounds,54000000.0,69951824.0,166617328.0,Sony Pictures,PG-13,Drama,2008
711,1990-12-25,The Godfather: Part III,54000000.0,66520529.0,66520529.0,Paramount Pictures,R,Drama,1990
712,2005-10-14,Elizabethtown,54000000.0,26850426.0,50719373.0,Paramount Pictures,PG-13,Drama,2005
713,2005-08-05,The Dukes of Hazzard,53000000.0,80270227.0,109848461.0,Warner Bros.,PG-13,Comedy,2005
714,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,Warner Bros.,R,Drama,2015
715,2006-10-20,Flags of Our Fathers,53000000.0,33602376.0,63657941.0,Paramount Pictures,R,Drama,2006
716,2007-04-06,Grindhouse,53000000.0,25031037.0,50187789.0,Weinstein/Dimension,R,Horror,2007
717,1998-10-16,Beloved,53000000.0,22852487.0,22852487.0,Walt Disney,R,Drama,1998
718,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,Sony Pictures,R,Drama,2012
719,2002-12-25,Catch Me if You Can,52000000.0,164606800.0,355612291.0,Dreamworks SKG,PG-13,Drama,2002
720,1995-11-22,Casino,52000000.0,42438300.0,110400000.0,Universal,R,Drama,1995
721,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,Universal,R,Comedy,2011
722,1998-12-23,The Thin Red Line,52000000.0,36400491.0,97709034.0,20th Century Fox,R,Drama,1998
723,1999-12-22,Man on the Moon,52000000.0,34580635.0,47407635.0,Universal,R,Drama,1999
724,2003-04-16,Bulletproof Monk,52000000.0,23010607.0,23010607.0,MGM,PG-13,Action,2003
725,2006-11-22,Deck the Halls,51000000.0,35093569.0,46815807.0,20th Century Fox,PG,Comedy,2006
726,2009-11-20,The Twilight Saga: New Moon,50000000.0,296623634.0,687557727.0,Summit Entertainment,PG-13,Drama,2009
727,2001-05-18,Shrek,50000000.0,267655011.0,491812794.0,Dreamworks SKG,PG,Adventure,2001
728,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,Universal,R,Adventure,2012
729,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,Sony Pictures,R,Comedy,2014
730,1991-06-14,Robin Hood: Prince of Thieves,50000000.0,165493908.0,390500000.0,Warner Bros.,PG-13,Adventure,1991
731,2015-12-25,Daddy’s Home,50000000.0,150357137.0,242757137.0,Paramount Pictures,PG-13,Comedy,2015
732,1998-12-25,Patch Adams,50000000.0,135014968.0,202173000.0,Universal,PG-13,Comedy,1998
733,2016-06-17,Central Intelligence,50000000.0,127440871.0,217196811.0,Warner Bros.,PG-13,Comedy,2016
734,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,Paramount Pictures,PG-13,Comedy,2013
735,2002-06-28,Mr. Deeds,50000000.0,126293452.0,171269535.0,Sony Pictures,PG-13,Comedy,2002
736,2000-03-17,Erin Brockovich,50000000.0,125548685.0,257805243.0,Universal,R,Drama,2000
737,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347134901.0,Sony Pictures,PG,Adventure,2018
738,2008-12-19,Yes Man,50000000.0,97690976.0,225990976.0,Warner Bros.,PG-13,Comedy,2008
739,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,Universal,PG-13,Action,2014
740,1998-12-25,Stepmom,50000000.0,91137662.0,159745279.0,Sony/TriStar,PG-13,Drama,1998
741,2013-08-09,Disney Planes,50000000.0,90282580.0,238059569.0,Walt Disney,PG,Adventure,2013
742,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216508301.0,Sony Pictures,PG,Adventure,2017
743,2011-07-29,"Crazy, Stupid, Love",50000000.0,84351197.0,147142328.0,Warner Bros.,PG-13,Comedy,2011
744,2017-12-22,The Post,50000000.0,81903458.0,179769457.0,20th Century Fox,PG-13,Drama,2017
745,1999-02-05,Payback,50000000.0,81526121.0,161626121.0,Paramount Pictures,R,Action,1999
746,1995-06-09,Congo,50000000.0,81022333.0,152022333.0,Paramount Pictures,PG-13,Adventure,1995
747,2005-03-18,The Ring Two,50000000.0,75941727.0,161941727.0,Dreamworks SKG,PG-13,Horror,2005
748,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,20th Century Fox,PG,Drama,2011
749,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,Sony Pictures,PG-13,Drama,2011
750,2004-06-11,Garfield: The Movie,50000000.0,75367693.0,208094550.0,20th Century Fox,PG,Adventure,2004
751,2004-11-24,Christmas with the Kranks,50000000.0,73701902.0,96469187.0,Sony Pictures,PG,Comedy,2004
752,2006-03-17,V for Vendetta,50000000.0,70511035.0,130214162.0,Warner Bros.,R,Action,2006
753,2009-03-13,Race to Witch Mountain,50000000.0,67172595.0,105103784.0,Walt Disney,PG,Adventure,2009
754,2005-06-22,Herbie: Fully Loaded,50000000.0,66010682.0,144110682.0,Walt Disney,G,Adventure,2005
755,2003-02-07,Shanghai Knights,50000000.0,60470220.0,88316835.0,Walt Disney,PG-13,Adventure,2003
756,2014-07-18,Planes: Fire and Rescue,50000000.0,59157732.0,156399644.0,Walt Disney,PG,Adventure,2014
757,2006-02-10,Curious George,50000000.0,58640119.0,71052604.0,Universal,G,Adventure,2006
758,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,Universal,R,Comedy,2012
759,2013-01-25,Hansel & Gretel: Witch Hunters,50000000.0,55703475.0,214949716.0,Paramount Pictures,R,Action,2013
760,2011-02-18,I am Number Four,50000000.0,55100437.0,146195159.0,Walt Disney,PG-13,Adventure,2011
761,2002-05-08,Unfaithful,50000000.0,52752475.0,119114494.0,20th Century Fox,R,Drama,2002
762,2004-09-10,Resident Evil: Apocalypse,50000000.0,50740078.0,125168734.0,Sony Pictures,R,Horror,2004
763,2014-10-17,The Book of Life,50000000.0,50151543.0,97651543.0,20th Century Fox,PG,Adventure,2014
764,1997-08-22,G.I. Jane,50000000.0,48169156.0,48169156.0,Walt Disney,R,Drama,1997
765,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,Warner Bros.,R,Drama,2014
766,2006-04-21,Silent Hill,50000000.0,46982632.0,94704227.0,Sony Pictures,R,Horror,2006
767,2000-08-11,The Replacements,50000000.0,44737059.0,50054511.0,Warner Bros.,PG-13,Comedy,2000
768,1998-07-29,The Negotiator,50000000.0,44705766.0,49105766.0,Warner Bros.,R,Action,1998
769,2016-08-19,War Dogs,50000000.0,43034523.0,86234523.0,Warner Bros.,R,Comedy,2016
770,1994-05-25,Beverly Hills Cop III,50000000.0,42586861.0,119180938.0,Paramount Pictures,R,Action,1994
771,1990-06-15,Gremlins 2: The New Batch,50000000.0,41476097.0,41476097.0,Warner Bros.,PG-13,Comedy,1990
772,1997-09-26,The Peacemaker,50000000.0,41263140.0,62967368.0,Dreamworks SKG,R,Action,1997
773,2000-02-11,The Beach,50000000.0,39778599.0,39778599.0,20th Century Fox,R,Drama,2000
774,1994-02-18,On Deadly Ground,50000000.0,38590458.0,38590458.0,Warner Bros.,R,Action,1994
775,2009-11-25,Ninja Assassin,50000000.0,38122883.0,62209892.0,Warner Bros.,R,Action,2009
776,2004-05-28,Raising Helen,50000000.0,37485528.0,49928680.0,Walt Disney,PG-13,Comedy,2004
777,1999-09-17,For Love of the Game,50000000.0,35188640.0,46112640.0,Universal,PG-13,Drama,1999
778,1998-12-11,Jack Frost,50000000.0,34645374.0,34645374.0,Warner Bros.,PG,Comedy,1998
779,2010-06-04,Marmaduke,50000000.0,33644788.0,89895930.0,20th Century Fox,PG,Adventure,2010
780,1996-06-28,Striptease,50000000.0,33109743.0,113309743.0,Sony Pictures,R,Comedy,1996
781,1995-10-06,Assassins,50000000.0,30306268.0,83306268.0,Warner Bros.,R,Action,1995
782,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,Paramount Pictures,PG-13,Comedy,2016
783,2009-01-16,Defiance,50000000.0,28644813.0,52987754.0,Paramount Vantage,R,Drama,2009
784,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,Warner Bros.,R,Action,2015
785,1996-08-09,Escape from L.A.,50000000.0,25426861.0,25426861.0,Paramount Pictures,R,Action,1996
786,2004-12-10,The Life Aquatic with Steve Zissou,50000000.0,24006726.0,34806726.0,Walt Disney,R,Comedy,2004
787,1999-08-04,The Iron Giant,50000000.0,23159305.0,31333917.0,Warner Bros.,PG,Adventure,1999
788,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,Universal,R,Comedy,2011
789,2016-09-16,Snowden,50000000.0,21587519.0,34841016.0,Open Road,R,Drama,2016
790,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,Universal,PG-13,Horror,2011
791,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237175.0,STX Entertainment,R,Drama,2016
792,2009-09-04,Gamer,50000000.0,20534907.0,42002029.0,Lionsgate,R,Action,2009
793,2005-09-30,Into the Blue,50000000.0,18782227.0,41982227.0,Sony Pictures,PG-13,Adventure,2005
794,1994-07-01,Baby's Day Out,50000000.0,16581575.0,16581575.0,20th Century Fox,PG,Adventure,1994
795,1995-11-03,Fair Game,50000000.0,11497497.0,26097497.0,Warner Bros.,R,Action,1995
796,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,Summit Entertainment,R,Action,2011
797,1997-11-07,Mad City,50000000.0,10561038.0,10561038.0,Warner Bros.,PG-13,Drama,1997
798,1995-10-13,The Scarlet Letter,50000000.0,10359006.0,10359006.0,Walt Disney,R,Drama,1995
799,2005-10-14,Domino,50000000.0,10169202.0,22969202.0,New Line,R,Action,2005
800,2018-02-16,Early Man,50000000.0,8267544.0,44773318.0,Lionsgate,PG,Adventure,2018
801,2009-11-13,The Boat That Rocked,50000000.0,8017467.0,37472651.0,Focus Features,R,Comedy,2009
802,2004-01-30,The Big Bounce,50000000.0,6471394.0,6626115.0,Warner Bros.,PG-13,Comedy,2004
803,2000-03-03,What Planet Are You From?,50000000.0,6291602.0,6291602.0,Sony Pictures,R,Comedy,2000
804,2009-01-23,Outlander,50000000.0,166003.0,1250617.0,Third Rail,R,Adventure,2009
805,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,Weinstein Co.,R,Drama,2015
806,2001-11-02,The One,49000000.0,43905746.0,72689126.0,Sony Pictures,PG-13,Action,2001
807,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,Sony Pictures,R,Action,2015
808,1990-07-11,The Adventures of Ford Fairlane,49000000.0,20423389.0,20423389.0,20th Century Fox,R,Comedy,1990
809,1989-05-24,Indiana Jones and the Last Crusade,48000000.0,197171806.0,474171806.0,Paramount Pictures,PG-13,Adventure,1989
810,2002-10-18,The Ring,48000000.0,129094024.0,248218486.0,Dreamworks SKG,PG-13,Horror,2002
811,2000-12-27,Traffic,48000000.0,124107476.0,208300000.0,USA Films,R,Drama,2000
812,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,20th Century Fox,PG-13,Action,2015
813,1999-10-01,Three Kings,48000000.0,60652036.0,107752036.0,Warner Bros.,R,Action,1999
814,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,20th Century Fox,PG,Adventure,2010
815,2001-08-17,Rat Race,48000000.0,56607223.0,86607223.0,Paramount Pictures,PG-13,Comedy,2001
816,2001-08-13,K-PAX,48000000.0,50315140.0,50315140.0,Universal,PG-13,Drama,2001
817,2000-10-20,Bedazzled,48000000.0,37879996.0,90376224.0,20th Century Fox,PG-13,Comedy,2000
818,1998-06-26,Out of Sight,48000000.0,37562568.0,77562568.0,Universal,R,Drama,1998
819,1984-12-14,The Cotton Club,48000000.0,25928721.0,25928721.0,Orion Pictures,,Drama,1984
820,2008-01-25,Rambo,47500000.0,42754105.0,112214531.0,Lionsgate,R,Action,2008
821,1990-06-15,Dick Tracy,47000000.0,103738726.0,162738726.0,Walt Disney,PG,Action,1990
822,2016-11-11,Arrival,47000000.0,100546139.0,203162211.0,Paramount Pictures,PG-13,Drama,2016
823,1996-06-14,The Cable Guy,47000000.0,60240295.0,102825796.0,Sony Pictures,PG-13,Comedy,1996
824,2001-10-19,Riding in Cars with Boys,47000000.0,29781453.0,29781453.0,Sony Pictures,PG-13,Drama,2001
825,2007-01-05,Happily N'Ever After,47000000.0,15849032.0,37923818.0,Lionsgate,PG,Adventure,2007
826,2002-11-27,Solaris,47000000.0,14970038.0,14970038.0,20th Century Fox,PG-13,Drama,2002
827,2010-06-18,Jonah Hex,47000000.0,10547117.0,11022696.0,Warner Bros.,PG-13,Action,2010
828,1996-02-23,Mary Reilly,47000000.0,5707094.0,12900000.0,Sony Pictures,R,Drama,1996
829,2016-12-23,Silence,46500000.0,7100177.0,23727516.0,Paramount Pictures,R,Drama,2016
830,1997-06-20,My Best Friend's Wedding,46000000.0,126813153.0,298923419.0,Sony Pictures,PG,Comedy,1997
831,1996-11-22,Star Trek: First Contact,46000000.0,92027888.0,150000000.0,Paramount Pictures,PG-13,Adventure,1996
832,1996-07-12,Courage Under Fire,46000000.0,59003384.0,100833145.0,20th Century Fox,R,Drama,1996
833,1982-09-17,Inchon,46000000.0,4408636.0,4408636.0,MGM,,Drama,1982
834,1997-03-21,Liar Liar,45000000.0,181410615.0,302710615.0,Universal,PG-13,Comedy,1997
835,1998-11-20,A Bug's Life,45000000.0,162798565.0,363095319.0,Walt Disney,G,Adventure,1998
836,1994-05-27,The Flintstones,45000000.0,130531208.0,358500000.0,Universal,PG,Comedy,1994
837,2003-10-24,Scary Movie 3,45000000.0,110000082.0,155200000.0,Miramax/Dimension,PG-13,Comedy,2003
838,2000-12-22,Miss Congeniality,45000000.0,106807667.0,213420951.0,Warner Bros.,PG-13,Comedy,2000
839,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,Universal,PG-13,Comedy,2017
840,2008-07-11,Journey to the Center of the Earth,45000000.0,101704370.0,243180937.0,Warner Bros.,PG,Adventure,2008
841,1993-12-17,The Pelican Brief,45000000.0,100768056.0,187995859.0,Warner Bros.,PG-13,Drama,1993
842,2007-12-25,The Bucket List,45000000.0,93466502.0,174807445.0,Warner Bros.,PG-13,Comedy,2007
843,1994-07-20,The Client,45000000.0,92115211.0,117615211.0,Warner Bros.,PG-13,Drama,1994
844,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,Walt Disney,PG,Adventure,2011
845,1992-06-05,Patriot Games,45000000.0,83287363.0,178100000.0,Paramount Pictures,R,Action,1992
846,2005-05-13,Monster-in-Law,45000000.0,82931301.0,155931301.0,New Line,PG-13,Comedy,2005
847,2001-10-05,Training Day,45000000.0,76261036.0,104505362.0,Warner Bros.,R,Drama,2001
848,1999-12-24,Galaxy Quest,45000000.0,71423726.0,90523726.0,Dreamworks SKG,PG,Adventure,1999
849,2001-07-04,Scary Movie 2,45000000.0,71277420.0,141189101.0,Miramax/Dimension,R,Comedy,2001
850,1998-08-21,Blade,45000000.0,70141876.0,131237688.0,New Line,R,Action,1998
851,2005-01-14,Coach Carter,45000000.0,67264877.0,76665507.0,Paramount Pictures,PG-13,Drama,2005
852,1997-04-11,Anaconda,45000000.0,65598907.0,136998907.0,Sony Pictures,PG-13,Horror,1997
853,2006-01-20,Underworld: Evolution,45000000.0,62318875.0,113417762.0,Sony Pictures,R,Action,2006
854,2000-08-04,Coyote Ugly,45000000.0,60786269.0,113916474.0,Walt Disney,PG-13,Drama,2000
855,1996-08-09,Jack,45000000.0,58617334.0,58617334.0,Walt Disney,PG-13,Drama,1996
856,1994-10-07,The Specialist,45000000.0,57362581.0,57362581.0,Warner Bros.,R,Action,1994
857,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91340376.0,Paramount Pictures,R,Comedy,2016
858,2005-11-23,"Yours, Mine and Ours",45000000.0,53359917.0,72359917.0,Paramount Pictures,PG,Comedy,2005
859,2007-09-21,Resident Evil: Extinction,45000000.0,50648679.0,146162920.0,Sony Pictures,R,Action,2007
860,2004-12-25,Fat Albert,45000000.0,48114556.0,48563556.0,20th Century Fox,PG,Comedy,2004
861,1994-09-30,The River Wild,45000000.0,46815000.0,94215000.0,Universal,PG-13,Action,1994
862,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,Lionsgate,R,Drama,2017
863,2006-01-13,Last Holiday,45000000.0,38399961.0,43343247.0,Paramount Pictures,PG-13,Comedy,2006
864,2006-03-03,16 Blocks,45000000.0,36895141.0,65595141.0,Warner Bros.,PG-13,Action,2006
865,1995-07-14,The Indian in the Cupboard,45000000.0,35627222.0,35627222.0,Paramount Pictures,PG,Adventure,1995
866,2006-07-28,The Ant Bully,45000000.0,28142535.0,49610898.0,Warner Bros.,PG,Adventure,2006
867,2003-07-18,Johnny English,45000000.0,28013509.0,163126676.0,Universal,PG,Adventure,2003
868,1984-12-14,Dune,45000000.0,27447471.0,27447471.0,Universal,,Action,1984
869,2009-07-31,Aliens in the Attic,45000000.0,25200412.0,59551283.0,20th Century Fox,PG,Adventure,2009
870,2008-12-26,Revolutionary Road,45000000.0,22951340.0,79604820.0,Paramount Vantage,R,Drama,2008
871,2008-08-29,Babylon A.D.,45000000.0,22532572.0,70216497.0,20th Century Fox,PG-13,Action,2008
872,1994-11-04,Frankenstein,45000000.0,22006296.0,112006296.0,Sony Pictures,R,Horror,1994
873,1996-10-04,The Glimmer Man,45000000.0,20404841.0,36404841.0,Warner Bros.,R,Action,1996
874,1996-07-17,Multiplicity,45000000.0,20133326.0,20133326.0,Sony Pictures,PG-13,Comedy,1996
875,2001-01-19,The Pledge,45000000.0,19719930.0,29406132.0,Warner Bros.,R,Drama,2001
876,1996-06-07,The Phantom,45000000.0,17220599.0,17220599.0,Paramount Pictures,PG,Action,1996
877,2005-07-01,Rebound,45000000.0,16809014.0,17492014.0,20th Century Fox,PG,Comedy,2005
878,1995-12-20,Nixon,45000000.0,13668249.0,34668249.0,Walt Disney,R,Drama,1995
879,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,Lionsgate,R,Action,2012
880,2011-10-28,The Rum Diary,45000000.0,13109815.0,21544732.0,FilmDistrict,R,Drama,2011
881,1998-01-30,Deep Rising,45000000.0,11203026.0,11203026.0,Walt Disney,R,Action,1998
882,2011-10-21,Johnny English Reborn,45000000.0,8406711.0,164640401.0,Universal,PG,Adventure,2011
883,2008-09-26,Miracle at St. Anna,45000000.0,7916887.0,9676497.0,Walt Disney,R,Drama,2008
884,2002-04-05,Big Trouble,45000000.0,7262288.0,8488871.0,Walt Disney,PG-13,Comedy,2002
885,2006-12-21,Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0,Sony Pictures Classics,R,Action,2006
886,2007-11-16,Love in the Time of Cholera,45000000.0,4617608.0,31077418.0,New Line,R,Drama,2007
887,1985-05-22,Rambo: First Blood Part II,44000000.0,150415432.0,300400000.0,Sony/TriStar,R,Action,1985
888,1996-10-18,Sleepers,44000000.0,53300852.0,165600852.0,Warner Bros.,R,Drama,1996
889,2010-07-30,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,Universal,PG-13,Drama,2010
890,2014-02-06,The Interview,44000000.0,6105175.0,12342632.0,Sony Pictures,R,Comedy,2014
891,2013-06-28,The Heat,43000000.0,159581587.0,229727774.0,20th Century Fox,R,Comedy,2013
892,2000-12-19,Finding Forrester,43000000.0,51768623.0,80013623.0,Sony Pictures,PG-13,Drama,2000
893,2000-04-14,28 Days,43000000.0,37035515.0,62063972.0,Sony Pictures,PG-13,Comedy,2000
894,2005-05-13,Danny the Dog,43000000.0,24537621.0,49037621.0,Focus/Rogue Pictures,R,Action,2005
895,2017-01-06,A Monster Calls,43000000.0,3740823.0,46414964.0,Focus Features,PG-13,Drama,2017
896,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0,CBS Films,R,Action,2011
897,2012-03-16,21 Jump Street,42000000.0,138447667.0,202812429.0,Sony Pictures,R,Comedy,2012
898,2000-06-21,Chicken Run,42000000.0,106793915.0,227793915.0,Dreamworks SKG,G,Adventure,2000
899,1992-07-01,Boomerang,42000000.0,70052444.0,131052444.0,Paramount Pictures,R,Comedy,1992
900,2009-07-10,Brüno,42000000.0,60054530.0,138708527.0,Universal,R,Comedy,2009
901,1963-06-12,Cleopatra,42000000.0,57000000.0,71000000.0,20th Century Fox,G,Drama,1963
902,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0,20th Century Fox,R,Comedy,2017
903,2012-10-12,Here Comes the Boom,42000000.0,45290318.0,73239258.0,Sony Pictures,PG,Comedy,2012
904,1989-07-14,Licence to Kill,42000000.0,34667015.0,156167015.0,MGM,PG-13,Action,1989
905,2012-01-27,One for the Money,42000000.0,26414527.0,36197221.0,Lionsgate,PG-13,Comedy,2012
906,2005-09-16,Lord of War,42000000.0,24149632.0,60437727.0,Lionsgate,R,Action,2005
907,1993-05-28,Super Mario Bros.,42000000.0,20844907.0,20844907.0,Walt Disney,PG,Action,1993
908,1992-10-02,Hero,42000000.0,19487173.0,66787173.0,Sony Pictures,PG-13,Comedy,1992
909,1997-04-18,McHale's Navy,42000000.0,4408420.0,4408420.0,Universal,PG,Comedy,1997
910,2010-05-28,Micmacs,42000000.0,1259693.0,11756922.0,Sony Pictures Classics,R,Comedy,2010
911,2002-11-08,8 Mile,41000000.0,116724075.0,245768384.0,Universal,R,Drama,2002
912,2001-05-11,A Knight’s Tale,41000000.0,56083966.0,100622586.0,Sony Pictures,PG-13,Adventure,2001
913,2003-08-22,The Medallion,41000000.0,22108977.0,22108977.0,Sony Pictures,PG-13,Comedy,2003
914,2011-10-14,The Big Year,41000000.0,7204138.0,7684524.0,20th Century Fox,PG,Comedy,2011
915,2005-07-15,Wedding Crashers,40000000.0,209218368.0,283218368.0,New Line,R,Comedy,2005
916,2015-02-13,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,Universal,R,Drama,2015
917,2003-12-25,Cheaper by the Dozen,40000000.0,138614544.0,190212113.0,20th Century Fox,PG,Comedy,2003
918,2014-07-25,Lucy,40000000.0,126573960.0,457507776.0,Universal,R,Action,2014
919,2013-12-25,Lone Survivor,40000000.0,125095601.0,149804632.0,Universal,R,Action,2013
920,1989-11-22,Back to the Future Part II,40000000.0,118450002.0,332000000.0,Universal,PG,Adventure,1989
921,1999-09-24,Double Jeopardy,40000000.0,116735231.0,177835231.0,Paramount Pictures,R,Action,1999
922,2003-07-25,Spy Kids 3-D: Game Over,40000000.0,111760631.0,167851995.0,Miramax/Dimension,PG,Adventure,2003
923,1996-07-24,A Time to Kill,40000000.0,108766007.0,152266007.0,Warner Bros.,R,Drama,1996
924,1992-07-01,A League of Their Own,40000000.0,107533925.0,132440066.0,Sony Pictures,PG,Comedy,1992
925,2010-10-01,The Social Network,40000000.0,96962694.0,224922135.0,Sony Pictures,PG-13,Drama,2010
926,2009-08-07,Julie & Julia,40000000.0,94125426.0,126646119.0,Sony Pictures,PG-13,Comedy,2009
927,2017-02-10,John Wick: Chapter Two,40000000.0,92029184.0,171370497.0,Lionsgate,R,Action,2017
928,2016-01-15,Ride Along 2,40000000.0,90862685.0,124827316.0,Universal,PG-13,Comedy,2016
929,2006-04-14,Scary Movie 4,40000000.0,90710620.0,178710620.0,Weinstein/Dimension,PG-13,Comedy,2006
930,2015-03-27,Get Hard,40000000.0,90411453.0,106511453.0,Warner Bros.,R,Comedy,2015
931,2000-02-04,Scream 3,40000000.0,89138076.0,161838076.0,Miramax,R,Horror,2000
932,1990-05-24,Back to the Future Part III,40000000.0,88055283.0,244088654.0,Universal,PG,Adventure,1990
